time,ndvi,rolling_mean,anomaly
2021-12-19,0.4264337470238135,,1
2021-12-19,0.5255369903664796,0.39850196181927156,1
2021-12-19,0.2435351480675216,0.45596860982580645,1
2021-12-19,0.5988336910434181,0.4795994298499404,1
2022-01-01,0.5964294504388813,,1
